{'City': '0', 'TotalValue': '30'}
{'City': '4198', 'TotalValue': '27060'}
{'City': '4199', 'TotalValue': '27062'}
{'City': '4200', 'TotalValue': '27064'}
{'City': '4201', 'TotalValue': '27065'}
{'City': '4202', 'TotalValue': '26898'}
{'City': '4203', 'TotalValue': '26900'}
{'City': '4204', 'TotalValue': '26901'}
{'City': '4205', 'TotalValue': '26902'}
{'City': '4206', 'TotalValue': '26905'}
{'City': '4207', 'TotalValue': '26906'}
{'City': '4208', 'TotalValue': '26909'}
{'City': '4209', 'TotalValue': '26911'}
{'City': '4210', 'TotalValue': '26917'}
{'City': '4211', 'TotalValue': '26918'}
{'City': '4212', 'TotalValue': '26925'}
{'City': '4213', 'TotalValue': '26927'}
{'City': '4214', 'TotalValue': '26934'}
{'City': '4215', 'TotalValue': '26935'}
{'City': '4216', 'TotalValue': '26936'}
{'City': '4217', 'TotalValue': '26937'}
{'City': '4218', 'TotalValue': '26938'}
{'City': '4219', 'TotalValue': '26939'}
{'City': '4220', 'TotalValue': '26942'}
{'City': '4221', 'TotalValue': '26943'}
{'City': '4222', 'TotalValue': '26946'}
{'City': '4223', 'TotalValue': '26948'}
{'City': '4224', 'TotalValue': '26949'}
{'City': '4225', 'TotalValue': '26951'}
{'City': '4226', 'TotalValue': '26952'}
{'City': '4227', 'TotalValue': '26956'}
{'City': '4228', 'TotalValue': '27066'}
{'City': '4229', 'TotalValue': '27067'}
{'City': '4230', 'TotalValue': '27069'}
{'City': '4231', 'TotalValue': '27071'}
{'City': '4232', 'TotalValue': '27073'}
{'City': '4233', 'TotalValue': '27074'}
{'City': '4234', 'TotalValue': '27078'}
{'City': '4235', 'TotalValue': '27080'}
{'City': '4236', 'TotalValue': '27081'}
{'City': '4237', 'TotalValue': '27082'}
{'City': '4238', 'TotalValue': '27083'}
{'City': '4239', 'TotalValue': '27085'}
{'City': '4240', 'TotalValue': '27087'}
{'City': '4241', 'TotalValue': '27090'}
{'City': '4242', 'TotalValue': '27091'}
{'City': '4243', 'TotalValue': '27092'}
{'City': '4244', 'TotalValue': '27096'}
{'City': '4245', 'TotalValue': '27097'}
{'City': '4246', 'TotalValue': '27098'}
{'City': '4247', 'TotalValue': '27099'}
{'City': '4248', 'TotalValue': '27100'}
{'City': '4249', 'TotalValue': '27101'}
{'City': '4250', 'TotalValue': '27102'}
{'City': '4251', 'TotalValue': '27104'}
{'City': '4252', 'TotalValue': '27107'}
{'City': '4253', 'TotalValue': '26959'}
{'City': '4254', 'TotalValue': '26960'}
{'City': '4255', 'TotalValue': '26965'}
{'City': '4256', 'TotalValue': '26966'}
{'City': '4257', 'TotalValue': '26969'}
{'City': '4258', 'TotalValue': '26970'}
{'City': '4259', 'TotalValue': '26971'}
{'City': '4260', 'TotalValue': '26973'}
{'City': '4261', 'TotalValue': '26975'}
{'City': '4262', 'TotalValue': '26979'}
{'City': '4263', 'TotalValue': '26980'}
{'City': '4264', 'TotalValue': '26982'}
{'City': '4265', 'TotalValue': '26985'}
{'City': '4266', 'TotalValue': '26986'}
{'City': '4267', 'TotalValue': '26989'}
{'City': '4268', 'TotalValue': '26993'}
{'City': '4269', 'TotalValue': '26994'}
{'City': '4270', 'TotalValue': '26995'}
{'City': '4271', 'TotalValue': '26996'}
{'City': '4272', 'TotalValue': '26997'}
{'City': '4273', 'TotalValue': '26998'}
{'City': '4274', 'TotalValue': '27001'}
{'City': '4275', 'TotalValue': '27003'}
{'City': '4276', 'TotalValue': '27004'}
{'City': '4277', 'TotalValue': '27007'}
{'City': '4278', 'TotalValue': '27009'}
{'City': '4279', 'TotalValue': '27015'}
{'City': '4280', 'TotalValue': '27109'}
{'City': '4281', 'TotalValue': '27111'}
{'City': '4282', 'TotalValue': '27112'}
{'City': '4283', 'TotalValue': '27113'}
{'City': '4284', 'TotalValue': '27114'}
{'City': '4285', 'TotalValue': '27115'}
{'City': '4286', 'TotalValue': '27117'}
{'City': '4287', 'TotalValue': '27120'}
{'City': '4288', 'TotalValue': '27123'}
{'City': '4289', 'TotalValue': '27124'}
{'City': '4290', 'TotalValue': '27127'}
{'City': '4291', 'TotalValue': '27130'}
{'City': '4292', 'TotalValue': '27133'}
{'City': '4293', 'TotalValue': '27135'}
{'City': '4294', 'TotalValue': '27136'}
{'City': '4295', 'TotalValue': '27138'}
{'City': '4296', 'TotalValue': '27140'}
{'City': '4297', 'TotalValue': '27142'}
{'City': '4298', 'TotalValue': '27143'}
{'City': '4299', 'TotalValue': '27144'}
{'City': '4300', 'TotalValue': '27147'}
{'City': '4301', 'TotalValue': '27151'}
{'City': '4302', 'TotalValue': '27152'}
{'City': '4303', 'TotalValue': '27153'}
{'City': '4304', 'TotalValue': '27155'}
{'City': '4305', 'TotalValue': '27016'}
{'City': '4306', 'TotalValue': '27017'}
{'City': '4307', 'TotalValue': '27018'}
{'City': '4308', 'TotalValue': '27023'}
{'City': '4309', 'TotalValue': '27025'}
{'City': '4310', 'TotalValue': '27026'}
{'City': '4311', 'TotalValue': '27027'}
{'City': '4312', 'TotalValue': '27031'}
{'City': '4313', 'TotalValue': '27032'}
{'City': '4314', 'TotalValue': '27033'}
{'City': '4315', 'TotalValue': '27034'}
{'City': '4316', 'TotalValue': '27035'}
{'City': '4317', 'TotalValue': '27036'}
{'City': '4318', 'TotalValue': '27037'}
{'City': '4319', 'TotalValue': '27040'}
{'City': '4320', 'TotalValue': '27042'}
{'City': '4321', 'TotalValue': '27043'}
{'City': '4322', 'TotalValue': '27044'}
{'City': '4323', 'TotalValue': '27049'}
{'City': '4324', 'TotalValue': '27051'}
{'City': '4325', 'TotalValue': '27052'}
{'City': '4326', 'TotalValue': '27053'}
{'City': '4327', 'TotalValue': '27054'}
{'City': '4328', 'TotalValue': '27055'}
{'City': '4329', 'TotalValue': '27056'}
{'City': '4330', 'TotalValue': '27057'}
{'City': '4331', 'TotalValue': '27156'}
{'City': '4332', 'TotalValue': '27163'}
{'City': '4333', 'TotalValue': '27165'}
{'City': '4334', 'TotalValue': '27169'}
{'City': '4335', 'TotalValue': '27170'}
{'City': '4336', 'TotalValue': '27173'}
{'City': '4337', 'TotalValue': '27174'}
{'City': '4338', 'TotalValue': '27176'}
{'City': '4339', 'TotalValue': '27178'}
{'City': '4340', 'TotalValue': '27180'}
{'City': '4341', 'TotalValue': '27182'}
{'City': '4342', 'TotalValue': '27183'}
{'City': '4343', 'TotalValue': '27184'}
{'City': '4344', 'TotalValue': '27185'}
{'City': '4345', 'TotalValue': '27186'}
{'City': '4346', 'TotalValue': '27188'}
{'City': '4347', 'TotalValue': '27190'}
{'City': '4348', 'TotalValue': '27193'}
{'City': '4349', 'TotalValue': '27195'}
{'City': '4350', 'TotalValue': '27196'}
{'City': '4351', 'TotalValue': '27199'}
{'City': '4352', 'TotalValue': '27200'}
{'City': '4353', 'TotalValue': '27202'}
{'City': '4354', 'TotalValue': '27205'}
{'City': '4355', 'TotalValue': '27210'}
{'City': '4356', 'TotalValue': '27061'}
{'City': '4357', 'TotalValue': '27063'}
{'City': '4358', 'TotalValue': '27068'}
{'City': '4359', 'TotalValue': '27070'}
{'City': '4360', 'TotalValue': '27072'}
{'City': '4361', 'TotalValue': '27075'}
{'City': '4362', 'TotalValue': '27076'}
{'City': '4363', 'TotalValue': '27077'}
{'City': '4364', 'TotalValue': '27079'}
{'City': '4365', 'TotalValue': '27084'}
{'City': '4366', 'TotalValue': '27086'}
{'City': '4367', 'TotalValue': '27088'}
{'City': '4368', 'TotalValue': '27089'}
{'City': '4369', 'TotalValue': '27093'}
{'City': '4370', 'TotalValue': '27094'}
{'City': '4371', 'TotalValue': '27095'}
{'City': '4372', 'TotalValue': '27103'}
{'City': '4373', 'TotalValue': '27105'}
{'City': '4374', 'TotalValue': '27106'}
{'City': '4375', 'TotalValue': '27108'}
{'City': '4376', 'TotalValue': '27110'}
{'City': '4377', 'TotalValue': '27113'}
{'City': '4378', 'TotalValue': '27116'}
{'City': '4379', 'TotalValue': '27118'}
{'City': '4380', 'TotalValue': '27119'}
{'City': '4381', 'TotalValue': '27121'}
{'City': '4382', 'TotalValue': '27122'}
{'City': '4383', 'TotalValue': '27125'}
{'City': '4384', 'TotalValue': '27126'}
{'City': '4385', 'TotalValue': '27128'}
{'City': '4386', 'TotalValue': '27129'}
{'City': '4387', 'TotalValue': '27131'}
{'City': '4388', 'TotalValue': '27132'}
{'City': '4389', 'TotalValue': '27134'}
{'City': '4390', 'TotalValue': '27137'}
{'City': '4391', 'TotalValue': '27139'}
{'City': '4392', 'TotalValue': '27141'}
{'City': '4393', 'TotalValue': '27145'}
{'City': '4394', 'TotalValue': '27146'}
{'City': '4395', 'TotalValue': '27148'}
{'City': '4396', 'TotalValue': '27149'}
{'City': '4397', 'TotalValue': '27150'}
{'City': '4398', 'TotalValue': '27154'}
{'City': '4399', 'TotalValue': '27157'}
{'City': '4400', 'TotalValue': '27158'}
{'City': '4401', 'TotalValue': '27159'}
{'City': '4402', 'TotalValue': '27160'}
{'City': '4403', 'TotalValue': '27161'}
{'City': '4404', 'TotalValue': '27162'}
{'City': '4405', 'TotalValue': '27164'}
{'City': '4406', 'TotalValue': '27215'}
{'City': '4407', 'TotalValue': '27216'}
{'City': '4408', 'TotalValue': '27217'}
{'City': '4409', 'TotalValue': '27218'}
{'City': '4410', 'TotalValue': '27220'}
{'City': '4411', 'TotalValue': '27221'}
{'City': '4412', 'TotalValue': '27228'}
{'City': '4413', 'TotalValue': '27229'}
{'City': '4414', 'TotalValue': '27235'}
{'City': '4415', 'TotalValue': '27237'}
{'City': '4416', 'TotalValue': '27238'}
{'City': '4417', 'TotalValue': '27241'}
{'City': '4418', 'TotalValue': '27242'}
{'City': '4419', 'TotalValue': '27245'}
{'City': '4420', 'TotalValue': '27246'}
{'City': '4421', 'TotalValue': '27342'}
{'City': '4422', 'TotalValue': '27343'}
{'City': '4423', 'TotalValue': '27345'}
{'City': '4424', 'TotalValue': '27346'}
{'City': '4425', 'TotalValue': '27347'}
{'City': '4426', 'TotalValue': '27349'}
{'City': '4427', 'TotalValue': '27350'}
{'City': '4428', 'TotalValue': '27351'}
{'City': '4429', 'TotalValue': '27352'}
{'City': '4430', 'TotalValue': '27353'}
{'City': '4431', 'TotalValue': '27354'}
{'City': '4432', 'TotalValue': '27166'}
{'City': '4433', 'TotalValue': '27167'}
{'City': '4434', 'TotalValue': '27168'}
{'City': '4435', 'TotalValue': '27171'}
{'City': '4436', 'TotalValue': '27172'}
{'City': '4437', 'TotalValue': '27175'}
{'City': '4438', 'TotalValue': '27177'}
{'City': '4439', 'TotalValue': '27179'}
{'City': '4440', 'TotalValue': '27181'}
{'City': '4441', 'TotalValue': '27187'}
{'City': '4442', 'TotalValue': '27189'}
{'City': '4443', 'TotalValue': '27191'}
{'City': '4444', 'TotalValue': '27192'}
{'City': '4445', 'TotalValue': '27194'}
{'City': '4446', 'TotalValue': '27197'}
{'City': '4447', 'TotalValue': '27198'}
{'City': '4448', 'TotalValue': '27201'}
{'City': '4449', 'TotalValue': '27203'}
{'City': '4450', 'TotalValue': '27204'}
{'City': '4451', 'TotalValue': '27206'}
{'City': '4452', 'TotalValue': '27207'}
{'City': '4453', 'TotalValue': '27208'}
{'City': '4454', 'TotalValue': '27209'}
{'City': '4455', 'TotalValue': '27211'}
{'City': '4456', 'TotalValue': '27212'}
{'City': '4457', 'TotalValue': '27355'}
{'City': '4458', 'TotalValue': '27479'}
{'City': '4459', 'TotalValue': '27481'}
{'City': '4460', 'TotalValue': '28005'}
{'City': '4461', 'TotalValue': '28006'}
{'City': '4462', 'TotalValue': '28007'}
{'City': '4463', 'TotalValue': '28008'}
{'City': '4464', 'TotalValue': '28010'}
{'City': '4465', 'TotalValue': '28190'}
{'City': '4466', 'TotalValue': '28193'}
{'City': '4467', 'TotalValue': '28194'}
{'City': '4468', 'TotalValue': '28195'}
{'City': '4469', 'TotalValue': '28198'}
{'City': '4470', 'TotalValue': '28199'}
{'City': '4471', 'TotalValue': '28200'}
{'City': '4472', 'TotalValue': '28204'}
{'City': '4473', 'TotalValue': '28207'}
{'City': '4474', 'TotalValue': '28208'}
{'City': '4475', 'TotalValue': '28213'}
{'City': '4476', 'TotalValue': '28215'}
{'City': '4477', 'TotalValue': '28216'}
{'City': '4478', 'TotalValue': '28452'}
{'City': '4479', 'TotalValue': '28453'}
{'City': '4480', 'TotalValue': '28454'}
{'City': '4481', 'TotalValue': '28455'}
{'City': '4482', 'TotalValue': '28456'}
{'City': '4483', 'TotalValue': '27213'}
{'City': '4484', 'TotalValue': '27214'}
{'City': '4485', 'TotalValue': '27219'}
{'City': '4486', 'TotalValue': '27222'}
{'City': '4487', 'TotalValue': '27223'}
{'City': '4488', 'TotalValue': '27224'}
{'City': '4489', 'TotalValue': '27225'}
{'City': '4490', 'TotalValue': '27226'}
{'City': '4491', 'TotalValue': '27227'}
{'City': '4492', 'TotalValue': '27231'}
{'City': '4493', 'TotalValue': '27236'}
{'City': '4494', 'TotalValue': '27239'}
{'City': '4495', 'TotalValue': '27240'}
{'City': '4496', 'TotalValue': '27243'}
{'City': '4497', 'TotalValue': '27244'}
{'City': '4498', 'TotalValue': '27340'}
{'City': '4499', 'TotalValue': '27341'}
{'City': '4500', 'TotalValue': '27344'}
{'City': '4501', 'TotalValue': '27348'}
{'City': '4502', 'TotalValue': '27356'}
{'City': '4503', 'TotalValue': '27463'}
{'City': '4504', 'TotalValue': '27480'}
{'City': '4505', 'TotalValue': '28001'}
{'City': '4506', 'TotalValue': '28002'}
{'City': '4507', 'TotalValue': '28003'}
{'City': '4508', 'TotalValue': '28004'}
{'City': '4509', 'TotalValue': '28457'}
{'City': '4510', 'TotalValue': '28459'}
{'City': '4511', 'TotalValue': '28473'}
{'City': '4512', 'TotalValue': '28474'}
{'City': '4513', 'TotalValue': '28476'}
{'City': '4514', 'TotalValue': '28478'}
{'City': '4515', 'TotalValue': '28481'}
{'City': '4516', 'TotalValue': '28482'}
{'City': '4517', 'TotalValue': '28485'}
{'City': '4518', 'TotalValue': '28488'}
{'City': '4519', 'TotalValue': '28491'}
{'City': '4520', 'TotalValue': '28492'}
{'City': '4521', 'TotalValue': '28493'}
{'City': '4522', 'TotalValue': '28495'}
{'City': '4523', 'TotalValue': '28632'}
{'City': '4524', 'TotalValue': '28633'}
{'City': '4525', 'TotalValue': '28634'}
{'City': '4526', 'TotalValue': '28635'}
{'City': '4527', 'TotalValue': '28639'}
{'City': '4528', 'TotalValue': '28640'}
{'City': '4529', 'TotalValue': '28642'}
{'City': '4530', 'TotalValue': '28646'}
{'City': '4531', 'TotalValue': '28648'}
{'City': '4532', 'TotalValue': '28649'}
{'City': '4533', 'TotalValue': '28651'}
{'City': '4534', 'TotalValue': '28009'}
{'City': '4535', 'TotalValue': '28011'}
{'City': '4536', 'TotalValue': '28189'}
{'City': '4537', 'TotalValue': '28191'}
{'City': '4538', 'TotalValue': '28192'}
{'City': '4539', 'TotalValue': '28196'}
{'City': '4540', 'TotalValue': '28197'}
{'City': '4541', 'TotalValue': '28201'}
{'City': '4542', 'TotalValue': '28202'}
{'City': '4543', 'TotalValue': '28203'}
{'City': '4544', 'TotalValue': '28205'}
{'City': '4545', 'TotalValue': '28206'}
{'City': '4546', 'TotalValue': '28209'}
{'City': '4547', 'TotalValue': '28210'}
{'City': '4548', 'TotalValue': '28211'}
{'City': '4549', 'TotalValue': '28212'}
{'City': '4550', 'TotalValue': '28214'}
{'City': '4551', 'TotalValue': '28217'}
{'City': '4552', 'TotalValue': '28218'}
{'City': '4553', 'TotalValue': '28219'}
{'City': '4554', 'TotalValue': '28220'}
{'City': '4555', 'TotalValue': '28221'}
{'City': '4556', 'TotalValue': '28458'}
{'City': '4557', 'TotalValue': '28472'}
{'City': '4558', 'TotalValue': '28475'}
{'City': '4559', 'TotalValue': '28477'}
{'City': '4560', 'TotalValue': '28676'}
{'City': '4561', 'TotalValue': '28678'}
{'City': '4562', 'TotalValue': '28679'}
{'City': '4563', 'TotalValue': '28680'}
{'City': '4564', 'TotalValue': '28687'}
{'City': '4565', 'TotalValue': '28688'}
{'City': '4566', 'TotalValue': '28689'}
{'City': '4567', 'TotalValue': '28696'}
{'City': '4568', 'TotalValue': '28697'}
{'City': '4569', 'TotalValue': '28698'}
{'City': '4570', 'TotalValue': '28699'}
{'City': '4571', 'TotalValue': '28702'}
{'City': '4572', 'TotalValue': '28704'}
{'City': '4573', 'TotalValue': '28705'}
{'City': '4574', 'TotalValue': '28707'}
{'City': '4575', 'TotalValue': '28710'}
{'City': '4576', 'TotalValue': '28711'}
{'City': '4577', 'TotalValue': '28712'}
{'City': '4578', 'TotalValue': '28713'}
{'City': '4579', 'TotalValue': '28716'}
{'City': '4580', 'TotalValue': '28717'}
{'City': '4581', 'TotalValue': '28719'}
{'City': '4582', 'TotalValue': '28720'}
{'City': '4583', 'TotalValue': '28721'}
{'City': '4584', 'TotalValue': '28722'}
{'City': '4585', 'TotalValue': '28723'}
{'City': '4586', 'TotalValue': '28724'}
{'City': '4587', 'TotalValue': '28729'}
{'City': '4588', 'TotalValue': '28734'}
{'City': '4589', 'TotalValue': '28735'}
{'City': '4590', 'TotalValue': '28736'}
{'City': '4591', 'TotalValue': '28738'}
{'City': '4592', 'TotalValue': '28739'}
{'City': '4593', 'TotalValue': '28740'}
{'City': '4594', 'TotalValue': '28741'}
{'City': '4595', 'TotalValue': '28743'}
{'City': '4596', 'TotalValue': '28744'}
{'City': '4597', 'TotalValue': '28746'}
{'City': '4598', 'TotalValue': '28748'}
{'City': '4599', 'TotalValue': '28749'}
{'City': '4600', 'TotalValue': '28751'}
{'City': '4601', 'TotalValue': '28755'}
{'City': '4602', 'TotalValue': '28756'}
{'City': '4603', 'TotalValue': '28757'}
{'City': '4604', 'TotalValue': '28758'}
{'City': '4605', 'TotalValue': '28761'}
{'City': '4606', 'TotalValue': '28766'}
{'City': '4607', 'TotalValue': '28767'}
{'City': '4608', 'TotalValue': '28769'}
{'City': '4609', 'TotalValue': '28770'}
{'City': '4610', 'TotalValue': '28771'}
{'City': '4611', 'TotalValue': '28772'}
{'City': '4612', 'TotalValue': '28479'}
{'City': '4613', 'TotalValue': '28480'}
{'City': '4614', 'TotalValue': '28483'}
{'City': '4615', 'TotalValue': '28484'}
{'City': '4616', 'TotalValue': '28486'}
{'City': '4617', 'TotalValue': '28487'}
{'City': '4618', 'TotalValue': '28489'}
{'City': '4619', 'TotalValue': '28490'}
{'City': '4620', 'TotalValue': '28494'}
{'City': '4621', 'TotalValue': '28629'}
{'City': '4622', 'TotalValue': '28636'}
{'City': '4623', 'TotalValue': '28637'}
{'City': '4624', 'TotalValue': '28638'}
{'City': '4625', 'TotalValue': '28641'}
{'City': '4626', 'TotalValue': '28643'}
{'City': '4627', 'TotalValue': '28644'}
{'City': '4628', 'TotalValue': '28645'}
{'City': '4629', 'TotalValue': '28647'}
{'City': '4630', 'TotalValue': '28677'}
{'City': '4631', 'TotalValue': '28681'}
{'City': '4632', 'TotalValue': '28682'}
{'City': '4633', 'TotalValue': '28683'}
{'City': '4634', 'TotalValue': '28684'}
{'City': '4635', 'TotalValue': '28685'}
{'City': '4636', 'TotalValue': '28686'}
{'City': '4637', 'TotalValue': '28690'}
{'City': '4638', 'TotalValue': '28775'}
{'City': '4639', 'TotalValue': '28777'}
{'City': '4640', 'TotalValue': '28778'}
{'City': '4641', 'TotalValue': '28779'}
{'City': '4642', 'TotalValue': '28780'}
{'City': '4643', 'TotalValue': '28781'}
{'City': '4644', 'TotalValue': '28785'}
{'City': '4645', 'TotalValue': '28786'}
{'City': '4646', 'TotalValue': '28788'}
{'City': '4647', 'TotalValue': '28789'}
{'City': '4648', 'TotalValue': '28792'}
{'City': '4649', 'TotalValue': '28793'}
{'City': '4650', 'TotalValue': '28794'}
{'City': '4651', 'TotalValue': '28798'}
{'City': '4652', 'TotalValue': '28801'}
{'City': '4653', 'TotalValue': '28804'}
{'City': '4654', 'TotalValue': '28805'}
{'City': '4655', 'TotalValue': '28806'}
{'City': '4656', 'TotalValue': '28807'}
{'City': '4657', 'TotalValue': '28810'}
{'City': '4658', 'TotalValue': '28811'}
{'City': '4659', 'TotalValue': '28812'}
{'City': '4660', 'TotalValue': '28815'}
{'City': '4661', 'TotalValue': '28817'}
{'City': '4662', 'TotalValue': '28819'}
{'City': '4663', 'TotalValue': '28691'}
{'City': '4664', 'TotalValue': '28692'}
{'City': '4665', 'TotalValue': '28693'}
{'City': '4666', 'TotalValue': '28694'}
{'City': '4667', 'TotalValue': '28695'}
{'City': '4668', 'TotalValue': '28700'}
{'City': '4669', 'TotalValue': '28701'}
{'City': '4670', 'TotalValue': '28703'}
{'City': '4671', 'TotalValue': '28706'}
{'City': '4672', 'TotalValue': '28708'}
{'City': '4673', 'TotalValue': '28709'}
{'City': '4674', 'TotalValue': '28714'}
{'City': '4675', 'TotalValue': '28715'}
{'City': '4676', 'TotalValue': '28718'}
{'City': '4677', 'TotalValue': '28725'}
{'City': '4678', 'TotalValue': '28726'}
{'City': '4679', 'TotalValue': '28727'}
{'City': '4680', 'TotalValue': '28728'}
{'City': '4681', 'TotalValue': '28730'}
{'City': '4682', 'TotalValue': '28731'}
{'City': '4683', 'TotalValue': '28732'}
{'City': '4684', 'TotalValue': '28733'}
{'City': '4685', 'TotalValue': '28737'}
{'City': '4686', 'TotalValue': '28742'}
{'City': '4687', 'TotalValue': '28745'}
